States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato,Date,Season
Tamil Nadu,2412.5,2700,2265.67,5762.5,11175,13125,8550,6000,3462.5,,11993.75,,8172.75,,9037.75,6226.25,3625,,1537.5,1600,1200,650,22-06-2017,3
Tamil Nadu,3266.67,2813.33,2305,7000,6533.33,8566.67,6033.33,5400,4293.33,,13878.67,,9075,,9120,6875.33,4400,,1550,1200,1033.33,2233.33,23-06-2017,3
Tamil Nadu,3066.6,2692,2525,5580,6540,6590,6820,4950,3612,,12884.6,,8808.4,,9120,7798.5,4630,,1500,1400,1420,680,24-06-2017,3
Tamil Nadu,3080,2960,2940,6260,8120,7590,7660,5688,3472,,13914,10000,7961,,9577.8,7083.8,4300,,1584,1580,960,1020,25-06-2017,3
Tamil Nadu,2364,2630,2336.75,6140,11980,13740,8380,7100,3990,,13318.2,,8039.6,,9000.2,6870.6,3784,,1530,1620,1180,1220,26-06-2017,3
Tamil Nadu,3175,2785,2533.33,7625,6800,9300,6625,5600,4232.5,,14305.25,,8701.75,,9065,6528.75,4375,,1562.5,1375,1000,1200,27-06-2017,3
Tamil Nadu,3040,2672,2525,5230,6380,6440,6720,5000,3414,,12891.2,,9035.2,,9300.2,8118.8,4400,,1500,1760,1160,820,28-06-2017,3
Tamil Nadu,3050,2990,2940,6220,8060,7490,7550,5548,3506,,13911.2,9750,8067.8,,9416,6744,4173.4,,1584,1740,1040,2360,29-06-2017,3
Tamil Nadu,2404,2670,2372.5,7160,13100,16160,8440,7350,3944,,14015.8,,8231.6,,9088,6910.8,4075,,1530,1940,1200,3020,30-06-2017,3
Tamil Nadu,3115,2762.5,2600,7600,6712.5,9012.5,6700,5400,4200,,14395.25,,8667,,8982.75,6441.75,4575,,1537.5,1525,1000,675,01-07-2017,3
Tamil Nadu,3100,2660,2525,5040,6260,6490,6700,4750,3068,,13264.8,,8933.2,,9216,8171.4,4460,,1500,2000,1100,860,02-07-2017,3
Tamil Nadu,3125,2912.5,2975,6350,8187.5,7850,7925,5610,3592.5,,14418,9750,7857.5,,9518.75,6781.25,4100,,1583.33,1750,1150,3575,03-07-2017,3
Tamil Nadu,2528,2654,2390,7690,12120,15480,7960,7200,3902,,14412,,8253.6,,9066.2,6814.8,4289,,1530,2040,1340,5260,04-07-2017,1
Tamil Nadu,3275,2775,2516.67,7325,5925,8700,6300,4900,4165,,14353.75,,8667,,8900.75,6565.5,4700,,1537.5,1450,1150,1775,05-07-2017,1
Tamil Nadu,3230,2700,2510,4980,6280,6590,6720,4666.67,3658,,13500,,8933,,9464.6,8259.6,4300,,1500,2020,1220,1200,06-07-2017,1
Tamil Nadu,3270,2942,2962,6410,8660,8540,8500,5628,3586,,14772.2,9500,7581.6,,9572,6707.6,4333.4,,1587.5,2040,1760,3610,07-07-2017,1
Tamil Nadu,2512,2714,2447.5,9390,12060,15320,7720,7450,3876,,14873,,8209.8,,9054.2,6615.5,4208,,1540,2200,1480,2060,08-07-2017,1
Tamil Nadu,3348,2740,2562.5,7260,5840,8200,6180,5000,4074,,14002.4,,8509.6,,8821.8,6365.6,4740,,1510,1440,1040,6280,09-07-2017,1
Tamil Nadu,3190,2692,2565,4980,6280,6660,6690,4800,3684,,13060.4,,9090.4,,9640.8,8128,4420,,1500,2220,1720,1640,10-07-2017,1
Tamil Nadu,3387.5,3012.5,3147.5,6375,8450,8412.5,8300,5800,3577.5,,15107.25,,7814.5,,9471.5,6734.25,4366.75,,1605,2025,1825,3500,11-07-2017,1
Tamil Nadu,2530,2720,2502.5,9850,11280,13320,7130,7400,3926,,15147.8,,8158.4,,9023.4,6601,4519,,1540,2080,1240,700,12-07-2017,1
Tamil Nadu,3333.2,2660,2525,7130,5820,7640,5920,4750,4072,,13962.4,,8425.6,,8791,6139.8,4900,,1510,1500,2600,4200,13-07-2017,1
Tamil Nadu,3237.5,2875,2883.33,5800,6350,6475,6762.5,4970,3700,,12805.5,,8674.5,,9651,7654.75,4625,,1512.5,2250,1500,875,14-07-2017,1
Tamil Nadu,3266.67,3000,2863.33,6400,8400,8466.67,8300,5766.67,3490,,14685,,7562.33,,9611.33,6819.33,4366.67,,1666.67,1933.33,1800,1966.67,15-07-2017,1
Tamil Nadu,2500,2720,2527.5,9800,10320,11980,6670,6750,3864,,15247,,8445.6,,9089,7285,4782,,1540,2060,1180,1040,16-07-2017,1
Tamil Nadu,3310,2640,2550,7520,6260,8200,6480,4950,4116,,13918.6,,8469.6,,8636.8,6485.4,5180,,1510,1440,2120,2020,17-07-2017,1
Tamil Nadu,3087.5,2875,2852.5,5837.5,6287.5,6462.5,6825,5230,3525,,13447.75,,8647,,9790.75,7562.25,4525,,1512.5,2325,1337.5,925,18-07-2017,1
Tamil Nadu,3400,2975,3110,6450,8550,8687.5,8337.5,5875,3685,,15299.25,,7666,,10181.75,7291.25,4600,,1625,1700,2666.67,1033.33,19-07-2017,1
Tamil Nadu,2695,2664,2527.5,11140,10980,11220,6900,6800,3864,,15123,,8497.2,,9023,6869.4,4638,,1540,2000,1200,1360,20-07-2017,1
Tamil Nadu,3330,2652,2595,7560,6240,7880,6480,4950,4072,,13852.6,,8559.6,,8636.8,6716.2,5360,,1500,1440,2360,2140,21-07-2017,1
Tamil Nadu,3087.5,2875,2855,5737.5,6262.5,6512.5,6995,5275,3557.5,,13565,,8920.5,,9658.25,7499.25,4475,,1537.5,2250,1325,925,22-07-2017,1
Tamil Nadu,3821.43,3037.14,3262.86,6564.29,8628.57,8885.71,8442.86,5928.57,3650,,14489.57,12967,7821.14,,9972.14,7217,4614.29,,1485.71,1914.29,3400,1885.71,23-07-2017,1
Tamil Nadu,2815,2744,2550,12540,10320,10540,6580,6600,3906,,14929.4,,8467.6,,9110,6777.4,4530,,1540,1880,1100,700,24-07-2017,2
Tamil Nadu,3277.5,2640,2553.33,7125,6212.5,7025,6487.5,5050,4025,,13607,,8800.5,,8645.75,6780.75,5275,,1500,1500,3375,3650,25-07-2017,2
Tamil Nadu,3075,2900,2860,6200,6675,7775,7275,5185,3555,,13327.25,,9006.33,,9852,7515.25,4525,,1530,2625,1750,1150,26-07-2017,2
Tamil Nadu,3883.33,3056.67,3341.11,6488.89,9022.22,11787.5,8955.56,6100,3614.44,2800,14917.44,13076.5,8111.44,10736,10079.56,7407.78,4688.89,36000,1444.44,2411.11,5255.56,1622.22,27-07-2017,2
Tamil Nadu,2902,2812,2562.5,12200,9520,9890,6480,6500,3938,,14653.8,,8489.6,,9120,7009.8,4512,,1540,1740,1220,720,28-07-2017,2
Tamil Nadu,3278,2752,2505,6520,6060,6680,6410,4950,3926,,13369,,8708.4,,8938.2,7065.8,4840,,1510,1240,3980,1700,29-07-2017,2
Tamil Nadu,3100,2958,3068,6520,6860,7980,7320,5340,3422,,13658.8,,8326.8,,9589.2,6939.4,4430,,1474,1940,1260,1100,30-07-2017,2
Tamil Nadu,3961.11,3117.78,3037.78,6388.89,8977.78,11572.22,9055.56,5900,3568.89,2800,14713.44,12483.5,8234.11,,10080.5,8234.38,4666.67,36000,1522.22,2444.44,8088.89,1344.44,31-07-2017,2
Tamil Nadu,2651,2750,2336.75,6280,13060,14400,9280,7150,3400,,12200.2,,7885.4,,8955.4,5596.8,4009,,1510,1680,1800,2740,01-08-2017,2
Tamil Nadu,3268.75,2845,2643.33,11175,7875,9637.5,6550,6000,4085,,14140.75,,8332.25,,9135,7265.25,4716.25,,1550,1700,1250,1175,02-08-2017,2
Tamil Nadu,3342,2696,2505,6340,6300,6670,6580,5200,3692,,12929.4,,8762.6,,8971.2,7027.8,4860,,1500,1440,3760,740,03-08-2017,2
Tamil Nadu,3040,2920,2920,6500,7080,7700,7440,5320,3388,,14001.2,,8196.4,,9388.2,6895.4,4456.6,,1550,1940,1440,3120,04-08-2017,2
Tamil Nadu,2525,2750,2336.75,5880,12320,13300,8610,6500,3430,,12057,,7820.4,,8922.6,5994.4,3805,,1530,1640,1480,800,05-08-2017,3
Tamil Nadu,3328,2776,2572.5,8720,6950,9190,6440,5650,4266,,13998.2,,8600.4,,9077,7240.8,4572,,1550,1380,1160,1980,06-08-2017,3
Tamil Nadu,3208.6,2736,2505,5750,6410,6660,6760,5000,3554,,12774.6,,8698.4,,9043.2,7035.6,4800,,1500,1360,2320,640,07-08-2017,3
Tamil Nadu,3060,2920,2940,6260,8070,7750,7680,5840,3374,,13894,,8287.4,,9494,7066.8,4293.4,,1602,1720,1040,1020,08-08-2017,3
Tamil Nadu,2445,2700,2299.25,5810,11240,13140,8600,6200,3450,,12013,,7832.2,,9044.2,6270,3624,,1530,1600,1200,640,09-08-2017,3
Tamil Nadu,3300,2835,2550,7050,6525,8750,6150,5400,4300,,14062.75,,8674.25,,9092.5,6859.75,4425,,1562.5,1225,1075,2175,10-08-2017,3
Tamil Nadu,3080,2692,2525,5520,6520,6530,6800,4950,3612,,12884.6,,8808.4,,9120,7798.5,4630,,1500,1420,1380,680,11-08-2017,3
Tamil Nadu,3080,2960,2900,6260,8100,7470,7660,5648,3466,,13914,10000,8001,,9537.8,7041.8,4300,,1584,1560,960,1080,12-08-2017,3
Tamil Nadu,2364,2640,2336.75,6240,12260,13940,8380,7100,3990,,13318.2,,8039.6,,9000.2,6870.6,3784,,1530,1680,1220,1220,13-08-2017,3
Tamil Nadu,3175,2785,2533.33,7675,6850,9425,6725,5600,4232.5,,14387.75,,8701.75,,9065,6528.75,4375,,1562.5,1400,1000,1200,14-08-2017,3
Tamil Nadu,3040,2672,2525,5230,6380,6440,6720,5000,3414,,12891.2,,9035.2,,9300.2,8118.8,4400,,1500,1760,1120,860,15-08-2017,3
Tamil Nadu,3025,2987.5,3000,6225,8025,7612.5,7487.5,5585,3502.5,,14075.25,9750,8022.25,,9532.5,6675.33,4066.75,,1580,1675,1025,2325,16-08-2017,3
Tamil Nadu,2384,2650,2372.5,7160,13020,16060,8440,7350,3944,,13993.8,,8231.6,,9088,6910.8,4075,,1530,1960,1200,3080,17-08-2017,3
Tamil Nadu,3115,2762.5,2600,7600,6712.5,8975,6700,5400,4200,,14395.25,,8667,,8982.75,6441.75,4575,,1537.5,1525,975,675,18-08-2017,3
Tamil Nadu,3100,2660,2525,5040,6260,6490,6700,4750,3068,,13264.8,,8933.2,,9216,8171.4,4460,,1500,2000,1110,860,19-08-2017,3
Tamil Nadu,3150,2930,2920,6340,8230,7800,8020,5568,3604,,13853.25,9750,7736,,9531,6688.8,4206.6,,1587.5,1860,1240,3580,20-08-2017,3
Tamil Nadu,2528,2654,2410,7790,12100,15460,7900,7200,3892,,14422.8,,8253.6,,9066.2,6814.8,4329,,1530,2100,1240,5900,21-08-2017,1
Tamil Nadu,3275,2775,2516.67,7325,5925,8650,6300,4900,4165,,14353.75,,8667,,8900.75,6565.5,4700,,1537.5,1450,1125,1825,22-08-2017,1
Tamil Nadu,3230,2700,2510,4980,6280,6590,6720,4666.67,3728,,13500,,8933,,9464.6,8259.6,4300,,1500,2080,1300,1240,23-08-2017,1
Tamil Nadu,3270,2942,2962,6410,8640,8580,8500,5628,3586,,14742.2,9500,7607.6,,9583,6685.4,4346.6,,1587.5,2060,1780,3510,24-08-2017,1
Tamil Nadu,2512,2714,2467.5,9787.5,11980,15340,7800,7500,3884,,14917,,8136.4,,9043.4,6523,4208,,1540,2200,1500,1980,25-08-2017,1
Tamil Nadu,3348,2740,2562.5,7240,5840,8160,6180,5000,4074,,14002.4,,8469.6,,8821.8,6356.6,4740,,1510,1360,1040,6740,26-08-2017,1
Tamil Nadu,3237.5,2705,2565,5050,6275,6625,6687.5,4800,3670,,13138.75,,8780.75,,9578.5,8058.5,4450,,1475,2200,1775,1625,27-08-2017,1
Tamil Nadu,3387.5,3012.5,3147.5,6375,8450,8412.5,8300,5800,3577.5,,15107.25,,7814.5,,9471.5,6734.25,4366.75,,1605,2025,1825,3575,28-08-2017,1
Tamil Nadu,2530,2720,2502.5,9850,11280,13320,7130,7400,3926,,15147.8,,8158.4,,9023.4,6601,4519,,1540,2080,1240,720,29-08-2017,1
Tamil Nadu,3300,2725,2533.33,7037.5,5825,7550,5825,4700,4075,,14203,,8557,,8791,6208,4900,,1512.5,1425,2675,4250,30-08-2017,1
Tamil Nadu,3150,2860,2937.5,5740,6400,6500,6730,5193.33,3692,,13145.4,,8478,,9720.8,7654.75,4620,,1510,2240,1540,900,31-08-2017,1
Tamil Nadu,3400,3012.5,3110,6375,8450,8475,8300,5800,3537.5,,15005.25,,7599.25,,9628.5,6762.75,4337.5,,1655,1825,1925,1925,01-09-2017,1
Tamil Nadu,2500,2720,2527.5,9800,10320,11980,6670,6750,3864,,15247,,8445.6,,9089,7285,4782,,1540,2100,1220,1140,02-09-2017,1
Tamil Nadu,3310,2640,2550,7560,6260,8200,6480,4950,4124,,13918.6,,8491.6,,8636.8,6507.4,5180,,1510,1480,2100,2180,03-09-2017,1
Tamil Nadu,3183.33,2866.67,2903.33,6016.67,6383.33,6550,6966.67,5295,3553.33,,13828,,8159.67,,9684.67,7519,4566.67,,1583.33,2433.33,1516.67,833.33,04-09-2017,1
Tamil Nadu,3640,3040,3128,6520,8540,8670,8430,5800,3728,,15299.25,,8532.8,,10181.75,7272,4720,,1500,1760,2880,980,05-09-2017,1
Tamil Nadu,2711,2704,2527.5,11260,10920,11160,6860,6800,3868,,15123,,8453.2,,9023,6803.2,4638,,1540,2000,1240,1240,06-09-2017,1
Tamil Nadu,3330,2652,2595,7560,6240,7880,6480,4950,4072,,13852.6,,8559.6,,8636.8,6716.2,5360,,1500,1440,2440,2500,07-09-2017,1
Tamil Nadu,3087.5,2875,2855,5762.5,6262.5,6512.5,6995,5275,3557.5,,13565,,8920.5,,9658.25,7499.25,4475,,1537.5,2250,1350,950,08-09-2017,1
Tamil Nadu,3821.43,3037.14,3262.86,6564.29,8628.57,8885.71,8442.86,5928.57,3650,,14489.57,12967,7821.14,,9972.14,7217,4614.29,,1485.71,1885.71,3385.71,1871.43,09-09-2017,1
Tamil Nadu,2815,2744,2550,12540,10300,10520,6580,6600,3906,,14929.4,,8467.6,,9110,6777.4,4530,,1540,1880,1100,700,10-09-2017,2
Tamil Nadu,3262,2692,2670,7060,6170,7080,6390,5050,4040,,13720.6,,8534.8,,8652.8,6809.2,5180,,1510,1500,3260,3640,11-09-2017,2
Tamil Nadu,3075,2900,2860,6200,6675,7775,7275,5185,3527.5,,13327.25,,9006.33,,9852,7515.25,4525,,1530,2550,1750,1100,12-09-2017,2
Tamil Nadu,3883.33,3067.78,3296.25,6511.11,9066.67,11875,9055.56,6100,3618.89,2800,14814.67,13076.5,8272.67,10736,9934.22,7579.88,4700,,1444.44,2244.44,5255.56,1600,13-09-2017,2
Tamil Nadu,2977.5,2790,2616.67,12250,10400,10112.5,6600,6800,3947.5,,14746,,8304.5,,9120,7086.5,4590,,1550,1825,1275,700,14-09-2017,2
Tamil Nadu,3278,2752,2505,6480,5920,6640,6430,4950,3916,,13127.4,,8718.4,,8960.2,7143.8,4840,,1510,1240,4040,1540,15-09-2017,2
Tamil Nadu,3100,2968,3068,6520,6940,7940,7320,5340,3422,,13858.8,,8326.8,,9583.2,6959.4,4470,,1474,1880,1280,1100,16-09-2017,2
Tamil Nadu,3961.11,3117.78,3037.78,6388.89,8977.78,11572.22,9055.56,5900,3568.89,2800,14713.44,12483.5,8234.11,,10080.5,8262.25,4666.67,36000,1522.22,2555.56,7933.33,1277.78,17-09-2017,2
Tamil Nadu,2651,2750,2336.75,6280,13060,14400,9280,7150,3410,,12200.2,,7885.4,,8955.4,5596.8,4009,,1510,1700,1840,2980,18-09-2017,2
Tamil Nadu,3268.75,2845,2643.33,11175,7875,9637.5,6550,6000,4085,,14140.75,,8332.25,,9135,7265.25,4716.25,,1550,1700,1250,1175,19-09-2017,2
Tamil Nadu,3342,2696,2505,6340,6300,6670,6580,5200,3692,,12929.4,,8762.6,,8971.2,7027.8,4860,,1500,1440,3760,740,20-09-2017,2
Tamil Nadu,3040,2920,2920,6500,7080,7700,7440,5320,3388,,14001.2,,8196.4,,9388.2,6895.4,4456.6,,1550,1940,1440,3100,21-09-2017,2
Tamil Nadu,2525,2750,2336.75,5880,12280,13260,8610,6500,3430,,12057,,7820.4,,8922.6,5994.4,3805,,1530,1640,1500,800,22-09-2017,3
Tamil Nadu,3328,2776,2572.5,8620,6950,9190,6340,5650,4286,,13998.2,,8600.4,,9055,7240.8,4572,,1550,1340,1160,2040,23-09-2017,3
Tamil Nadu,3216.6,2736,2505,5730,6450,6680,6770,5000,3604,,12818.4,,8698.4,,9043.2,7101.6,4800,,1500,1360,2320,620,24-09-2017,3
Tamil Nadu,3060,2920,2940,6260,8070,7750,7680,5840,3374,,13914,,8287.4,,9494,7066.8,4293.4,,1602,1740,1040,980,25-09-2017,3
Tamil Nadu,2445,2700,2299.25,5810,11240,13140,8600,6200,3450,,12013,,7832.2,,9044.2,6314,3624,,1530,1560,1160,620,26-09-2017,3
Tamil Nadu,3300,2835,2550,7050,6525,8700,6125,5400,4300,,14062.75,,8674.25,,9065,6859.75,4425,,1562.5,1225,1100,1950,27-09-2017,3
Tamil Nadu,3080,2672,2525,5490,6520,6510,6780,4950,3592,,12840.6,,8830.4,,9142,7854,4630,,1500,1440,1340,640,28-09-2017,3
Tamil Nadu,3080,2960,2900,6260,8100,7470,7660,5648,3466,,13914,10000,8001,,9547.8,7041.8,4313.4,,1584,1540,960,1120,29-09-2017,3
Tamil Nadu,2455,2750,2399,6200,12200,13800,8525,7200,3975,,13186.25,,7879.25,,9107.5,6940,3730,,1537.5,1725,1325,1275,30-09-2017,3
Tamil Nadu,3175,2785,2533.33,7675,6850,9425,6725,5600,4232.5,,14387.75,,8701.75,,9065,6528.75,4375,,1562.5,1400,1000,1200,01-10-2017,3
Tamil Nadu,2950,2640,2533.33,5162.5,6325,6400,6650,4600,3355,,12939,,9244,,9408.75,8186,4300,,1500,1800,1175,875,02-10-2017,3
Tamil Nadu,3025,2987.5,3000,6225,8025,7612.5,7487.5,5585,3502.5,,14075.25,9750,8022.25,,9532.5,6681.5,4066.75,,1580,1675,1025,2400,03-10-2017,3
Tamil Nadu,2370,2637.5,2363.33,7150,12925,16075,8400,7200,3960,,13919.75,,8365.75,,9092.5,6873.5,4050,,1537.5,1900,1175,3250,04-10-2017,3
Tamil Nadu,3115,2762.5,2600,7600,6712.5,8975,6700,5400,4200,,14395.25,,8667,,8982.75,6441.75,4575,,1537.5,1525,975,675,05-10-2017,3
Tamil Nadu,3100,2660,2525,5000,6260,6490,6700,4750,3056,,12817.5,,8933.2,,9216,8182.4,4420,,1500,2000,1000,920,06-10-2017,3
Tamil Nadu,3150,2930,2920,6340,8230,7800,8020,5568,3604,,14383.2,9750,7736,,9531,6688.8,4206.6,,1587.5,1860,1240,3540,07-10-2017,3
Tamil Nadu,2528,2654,2410,7790,12100,15460,7900,7200,3892,,14422.8,,8253.6,,9054.2,6814.8,4329,,1530,2140,1240,6860,08-10-2017,1
Tamil Nadu,3300,2775,2516.67,7275,5900,8637.5,6200,5100,4165,,14353.75,,8639.5,,8873.5,6538,4700,,1537.5,1450,1125,1625,09-10-2017,1
Tamil Nadu,3230,2700,2510,4980,6280,6590,6720,4666.67,3728,,13500,,8933,,9464.6,8259.6,4300,,1500,2080,1260,1260,10-10-2017,1
Tamil Nadu,3270,2942,2974,6410,8620,8580,8500,5628,3586,,14742.2,9500,7607.6,,9583,6665.4,4333.4,,1587.5,2100,1820,3580,11-10-2017,1
Tamil Nadu,2512,2720,2467.5,10030,11980,15340,7800,7500,3884,,14917,,8136.4,,9043.4,6523,4208,,1540,2220,1500,1880,12-10-2017,1
Tamil Nadu,3348,2740,2562.5,7240,5840,8160,6180,5000,4074,,14002.4,,8469.6,,8821.8,6356.6,4740,,1510,1340,1060,6800,13-10-2017,1
Tamil Nadu,3170,2692,2565,5100,6300,6660,6730,4800,3684,,13060.4,,9090.4,,9640.8,8117,4420,,1500,2220,1820,1660,14-10-2017,1
Tamil Nadu,3387.5,3012.5,3147.5,6375,8450,8412.5,8300,5800,3577.5,,15107.25,,7814.5,,9471.5,6734.25,4366.75,,1605,2025,1825,3575,15-10-2017,1
Tamil Nadu,2530,2720,2502.5,9850,11280,13320,7130,7400,3926,,15147.8,,8158.4,,9023.4,6601,4519,,1540,2080,1240,700,16-10-2017,1
Tamil Nadu,3333.2,2660,2525,7130,5920,7640,6020,4750,4072,,13962.4,,8425.6,,8791,6139.8,4900,,1510,1500,2720,4480,17-10-2017,1
Tamil Nadu,3150,2860,2937.5,5740,6400,6540,6730,5193.33,3692,,13145.4,,8478,,9720.8,7696,4620,,1510,2240,1600,860,18-10-2017,1
Tamil Nadu,3350,3012.5,3160,6375,8550,8475,8300,5800,3575,,15142.75,,7599.25,,9628.75,6872.75,4337.5,,1630,1825,1950,1800,19-10-2017,1
Tamil Nadu,2536,2720,2527.5,9900,10325,11860,6710,6750,3852,,15247,,8445.6,,9089,7285,4762,,1540,2100,1220,1220,20-10-2017,1
Tamil Nadu,3310,2640,2550,7560,6260,8200,6480,4950,4124,,13918.6,,8491.6,,8636.8,6507.4,5180,,1510,1480,2080,2080,21-10-2017,1
Tamil Nadu,3087.5,2875,2852.5,5837.5,6287.5,6525,6825,5187.5,3512.5,,13472.75,,8647,,9790.75,7562.25,4458.25,,1512.5,2325,1312.5,825,22-10-2017,1
Tamil Nadu,3640,3040,3128,6520,8540,8670,8430,5800,3728,,15299.25,13500,8532.8,,10181.75,7272,4720,,1500,1800,2880,980,23-10-2017,1
Tamil Nadu,2731,2704,2535,11260,10920,11160,6860,6800,3878,,15123,,8453.2,,9023,6803.2,4638,,1540,1980,1240,1250,24-10-2017,1
Tamil Nadu,3330,2652,2595,7560,6240,7880,6480,4950,4072,,13852.6,,8559.6,,8636.8,6716.2,5360,,1500,1440,2440,2480,25-10-2017,1
Tamil Nadu,3087.5,2875,2855,5762.5,6262.5,6512.5,6995,5275,3557.5,,13565,,8920.5,,9658.25,7499.25,4475,,1537.5,2250,1350,925,26-10-2017,1
Tamil Nadu,3821.43,3037.14,3262.86,6564.29,8628.57,8885.71,8442.86,5928.57,3650,,15071.17,12967,7821.14,,9972.14,7217,4542.86,,1485.71,1914.29,3342.86,1842.86,27-10-2017,1
Tamil Nadu,2815,2744,2550,12540,10300,10520,6580,6600,3910,,14929.4,,8467.6,,9110,6777.4,4530,,1540,1920,1200,720,28-10-2017,2
Tamil Nadu,3262,2692,2670,7060,6170,7080,6390,5050,4040,,13720.6,,8534.8,,8652.8,6809.2,5140,,1510,1500,3220,3640,29-10-2017,2
Tamil Nadu,3075,2900,2860,6225,6675,7775,7275,5250,3527.5,,13327.25,,8597,,9827,7515.25,4491.75,,1530,2475,1775,1100,30-10-2017,2
Tamil Nadu,3883.33,3067.78,3252.22,6511.11,9066.67,11875,9055.56,6100,3618.89,2800,14814.67,13076.5,8272.67,10736,9934.22,7579.88,4700,,1444.44,2188.89,5155.56,1500,31-10-2017,2
Tamil Nadu,3008,2812,2562.5,12300,9340,9700,6480,6500,3938,,14653.8,,8489.6,,9132,7130.8,4512,,1540,1740,1280,760,01-11-2017,2
Tamil Nadu,3278,2752,2505,6480,5920,6640,6430,4950,3912,,13127.4,,8718.4,,8960.2,7143.8,4840,,1510,1240,4040,1340,02-11-2017,2
Tamil Nadu,3100,2968,3068,6520,6940,7950,7320,5340,3422,,13657,,8326.8,,9583.2,6973.4,4410,,1474,1880,1320,1140,03-11-2017,2
Tamil Nadu,3881.25,3132.5,3055,6437.5,8937.5,11456.25,9037.5,5957.14,3577.5,2800,14765.13,12483.5,8113.38,,10234.86,8299.71,4762.5,36000,1550,2600,7737.5,1362.5,04-11-2017,2
Tamil Nadu,2651,2750,2336.75,6280,13060,14400,9280,7150,3410,,12200.2,,7885.4,,8955.4,5596.8,4009,,1510,1720,1860,3040,05-11-2017,2
Tamil Nadu,3268.75,2845,2643.33,11175,7875,9637.5,6550,6000,4085,,14140.75,,8332.25,,9135,7265.25,4716.25,,1550,1700,1250,1175,06-11-2017,2
Tamil Nadu,3342,2696,2505,6340,6300,6670,6580,5200,3692,,12929.4,,8762.6,,8971.2,7027.8,4860,,1500,1440,3760,740,07-11-2017,2
Tamil Nadu,3040,2920,2920,6500,7080,7700,7440,5320,3388,,14001.2,,8196.4,,9388.2,6895.4,4456.6,,1550,1940,1420,3040,08-11-2017,2
Tamil Nadu,2525,2750,2336.75,5880,12200,13220,8610,6500,3438,,12057,,7820.4,,8922.6,6028.4,3784,,1530,1560,1460,780,09-11-2017,3
Tamil Nadu,3328,2796,2560,8500,6950,9190,6340,5500,4308,,13998.2,,8600.4,,9055,7240.8,4552,,1550,1340,1200,2060,10-11-2017,3
Tamil Nadu,3216.6,2736,2505,5730,6470,6680,6750,5000,3604,,12818.4,,8698.4,,9043.2,7101.6,4800,,1500,1360,2320,600,11-11-2017,3
Tamil Nadu,3060,2920,2940,6260,8070,7750,7680,5840,3414,,13914,,8287.4,,9514,7066.8,4293.4,,1602,1760,1040,840,12-11-2017,3
Tamil Nadu,2506.25,2800,2332.33,5912.5,11450,13287.5,8750,6400,3450,,11994.5,,7730,,9107.5,6383,3405,,1537.5,1700,1250,650,13-11-2017,3
Tamil Nadu,3250,2820,2550,7050,6525,8925,6125,5400,4285,,14062.75,,8674.25,,9065,6832.25,4425,,1562.5,1325,1075,1800,14-11-2017,3
Tamil Nadu,3080,2672,2525,5490,6520,6510,6780,4950,3592,,12840.6,,8830.4,,9142,7854,4630,,1500,1440,1340,680,15-11-2017,3
Tamil Nadu,3080,2960,2900,6260,8100,7470,7660,5648,3466,,13914,10000,7961,,9547.8,7021.8,4313.4,,1584,1560,1020,1160,16-11-2017,3
Tamil Nadu,2364,2640,2336.75,6330,12540,14340,8400,7100,3996,,13340.2,,8039.6,,9000.2,6870.6,3804,,1530,1760,1180,1200,17-11-2017,3
Tamil Nadu,3175,2785,2533.33,7675,6850,9425,6725,5600,4232.5,,14387.75,,8701.75,,9065,6528.75,4375,,1562.5,1400,1000,1150,18-11-2017,3
Tamil Nadu,3066.67,2620,2280,5150,6266.67,6433.33,6700,4600,3353.33,,12820,,9761.33,,9413.33,8204.33,4333.33,,1500,1733.33,1066.67,866.67,19-11-2017,3
Tamil Nadu,3050,2990,2940,6200,8060,7490,7550,5548,3506,,13911.2,9750,8067.8,,9416,6715.2,4186.6,,1584,1800,1000,2460,20-11-2017,3
Tamil Nadu,2384,2650,2372.5,7160,12980,16060,8440,7350,3944,,13993.8,,8231.6,,9088,6910.8,4075,,1530,1960,1220,3340,21-11-2017,3
Tamil Nadu,3115,2762.5,2600,7550,6562.5,8850,6700,5400,4200,,14395.25,,8667,,8973.67,6464.67,4550,,1537.5,1450,900,775,22-11-2017,3
Tamil Nadu,3100,2660,2525,5000,6260,6530,6700,4750,3056,,12817.5,,8933.2,,9216,8182.4,4400,,1500,2000,1000,920,23-11-2017,3
Tamil Nadu,3150,2930,2920,6340,8270,7800,8060,5568,3604,,14453.2,9750,7736,,9541,6647.8,4206.6,,1587.5,1860,1220,3620,24-11-2017,3
Tamil Nadu,2542,2654,2410,7950,12200,15460,7980,7250,3892,,14455.8,,8253.6,,9076,6814.8,4349,,1530,2140,1240,6500,25-11-2017,1
Tamil Nadu,3300,2775,2516.67,7275,5850,8612.5,6150,5100,4165,,14353.75,,8639.5,,8873.5,6538,4700,,1537.5,1450,1125,1700,26-11-2017,1
